CASEID,ORGANIZATION_NUMBER,PERCENT_WHITE,BUDGET,DISCIPLINE,JOBTYPE,LEVEL,EMPLOYMENTSTATUS,RACEETHNICITY,GENDER,DISABILITYSTATUS,DECADEBORN,DECADEHIRED,VOLUNTEER
19497,MASKED,3,5,Visual Arts,11,1,1,6,1,-9,1980,2010,2
19498,MASKED,1,3,Museum,8,1,4,3,2,-9,1970,2010,2
19499,MASKED,3,4,Museum,2,3,4,2,2,-9,1960,2010,1
19500,MASKED,2,5,Multi-Discipline,20,2,1,6,2,2,-8,-8,2
19501,MASKED,2,3,Dance,1,1,4,-8,2,-9,1970,2010,2
19502,MASKED,4,1,Music,2,3,4,6,1,-9,1950,2010,2
19503,MASKED,3,5,Theater,10,3,1,6,1,-9,1970,2000,2
19504,MASKED,3,2,Music,8,2,4,-8,2,-9,1980,2010,2
19505,MASKED,2,2,Multi-Discipline,16,1,4,6,1,-9,1990,2010,2
19506,MASKED,4,5,Theater,16,3,1,6,2,-9,1970,2010,2
19507,MASKED,1,3,Multi-Discipline,12,3,1,6,1,-9,1950,2000,2
19508,MASKED,4,3,Museum,2,3,4,6,1,-9,1950,2010,1
19509,MASKED,3,5,Multi-Discipline,21,1,4,4,1,-9,-8,2010,2
19510,MASKED,2,5,Multi-Discipline,16,3,1,6,2,-9,1970,2000,2
19511,MASKED,1,2,Visual Arts,2,3,4,3,1,-9,1970,2010,1
19512,MASKED,2,3,Multi-Discipline,1,3,2,3,1,-9,-8,2010,2
19513,MASKED,2,5,Multi-Discipline,9,1,1,4,2,2,-8,-8,2
19514,MASKED,1,5,Multi-Discipline,20,1,1,6,1,-9,1980,2010,2
19515,MASKED,3,5,Film/Visual/Audio,15,2,1,3,2,-9,1960,2000,2
19516,MASKED,1,2,Theater,5,2,2,3,2,-9,-8,2010,2
19517,MASKED,3,5,Music,16,1,2,6,1,-9,1980,2010,2
19518,MASKED,1,5,Multi-Discipline,22,1,4,6,1,-9,1950,1980,2
19519,MASKED,2,4,New Media,6,2,1,6,2,-9,1980,2010,2
19520,MASKED,1,5,Dance,8,1,4,6,1,-9,1990,2010,2
19521,MASKED,1,3,Multi-Discipline,1,1,4,4,2,-9,1980,2000,2
19522,MASKED,2,3,Multi-Discipline,16,2,1,4,1,-9,1980,2000,2
19523,MASKED,4,2,Film/Visual/Audio,2,-9,-9,6,2,-9,-8,-8,1
19524,MASKED,4,2,Theater,2,3,4,6,1,-9,1960,2000,1
19525,MASKED,1,2,Museum,2,2,-9,-8,2,-9,1950,2000,1
19526,MASKED,3,4,Music,1,3,4,6,1,-9,1950,1980,2
19527,MASKED,2,1,Dance,1,1,2,-8,2,-9,1960,2010,2
19528,MASKED,1,1,Music,16,3,4,5,1,-9,1980,2010,2
19529,MASKED,1,3,Museum,9,1,1,4,2,-9,1990,2010,2
19530,MASKED,2,5,Multi-Discipline,22,1,4,3,1,-9,1950,1990,2
19531,MASKED,4,3,Visual Arts,2,3,-9,6,2,-9,1960,2000,2
19532,MASKED,1,3,Multi-Discipline,8,1,4,4,2,-9,1990,2010,2
19533,MASKED,2,3,Museum,22,1,4,4,2,-9,1990,2010,1
19534,MASKED,3,5,Music,21,2,1,6,2,-9,1990,2010,2
19535,MASKED,3,5,Visual Arts,6,1,1,6,1,-9,1980,2000,2
19536,MASKED,3,4,Music,8,2,4,6,2,-9,1960,1990,2
19537,MASKED,3,5,Theater,21,2,2,-8,2,-9,-8,2000,2
19538,MASKED,2,5,Museum,15,1,1,6,1,1,1980,2010,2
19539,MASKED,4,1,Theater,1,3,4,6,1,-9,1950,1990,2
19540,MASKED,2,5,Museum,3,1,4,6,1,1,1950,2000,2
19541,MASKED,3,5,Film/Visual/Audio,11,2,1,6,2,-9,1970,2010,2
19542,MASKED,2,2,Theater,8,2,2,6,1,-9,1960,2010,2
19543,MASKED,2,5,Museum,7,1,1,4,1,1,1970,1990,2
19544,MASKED,2,2,Dance,2,3,-9,6,2,2,1950,2000,1
19545,MASKED,1,2,Multi-Discipline,9,2,1,4,1,-9,1980,2010,2
19546,MASKED,4,1,Multi-Discipline,20,2,4,6,1,-9,1970,2000,2
19547,MASKED,2,5,Museum,4,3,1,6,1,-9,1960,2000,2
19548,MASKED,2,2,Visual Arts,1,1,2,2,1,-9,-8,2010,2
19549,MASKED,3,3,Museum,22,-9,-9,6,1,-9,1990,2010,1
19550,MASKED,3,4,Theater,2,3,4,6,1,-9,-8,2000,1
19551,MASKED,2,5,Museum,19,1,1,2,2,1,1980,2000,2
19552,MASKED,4,5,Museum,8,1,1,6,2,-9,1980,2010,2
19553,MASKED,3,5,Music,21,2,1,6,2,-9,1980,2000,2
19554,MASKED,1,5,Multi-Discipline,21,1,4,-8,2,-9,1980,2010,2
19555,MASKED,3,4,Theater,6,2,1,6,1,-9,1980,2010,2
19556,MASKED,2,5,Botanical and Science and Zoo,8,2,-9,6,1,-9,1970,2010,2
19557,MASKED,4,2,Music,2,-9,-9,6,1,-9,-8,2010,1
19558,MASKED,2,2,Museum,16,3,4,3,1,-9,1990,2010,2
19559,MASKED,2,3,Multi-Discipline,8,2,4,2,2,-9,1980,2010,2
19560,MASKED,2,5,Humanities,20,1,1,6,1,-9,1990,2010,2
19561,MASKED,3,5,Multi-Discipline,9,1,1,6,1,-9,1970,2010,2
19562,MASKED,2,5,Museum,19,1,1,3,1,-9,-8,-8,2
19563,MASKED,1,3,Museum,19,1,2,-8,1,-9,1980,2010,2
19564,MASKED,2,5,Music,8,1,4,2,1,1,1980,2010,2
19565,MASKED,4,1,Visual Arts,2,-9,4,6,2,-9,1960,2010,1
19566,MASKED,4,1,Visual Arts,2,-9,4,6,1,-9,1970,2000,1
19567,MASKED,2,5,Museum,8,2,4,6,1,-9,1950,2000,2
19568,MASKED,3,4,Theater,21,2,1,4,1,-9,1980,2010,2
19569,MASKED,2,5,Museum,9,2,1,6,2,-9,-8,-8,2
19570,MASKED,2,5,Music,21,1,4,6,1,1,1990,2010,2
19571,MASKED,2,2,Dance,1,-9,-9,3,1,2,1970,2000,1
19572,MASKED,2,4,Multi-Discipline,8,2,4,6,1,-9,1960,2010,2
19573,MASKED,2,2,Theater,12,3,1,6,1,-9,1950,1990,2
19574,MASKED,2,5,Botanical and Science and Zoo,16,2,-9,6,1,-9,1990,2010,2
19575,MASKED,2,5,Botanical and Science and Zoo,10,1,1,6,1,-9,1960,2000,2
19576,MASKED,3,2,Multi-Discipline,8,2,1,4,1,-9,1980,2010,2
19577,MASKED,4,2,Dance,2,2,4,6,2,-9,1950,2000,1
19578,MASKED,3,3,Multi-Discipline,12,3,1,6,1,2,1970,2010,2
19579,MASKED,4,2,Music,1,1,2,6,1,-9,1950,1970,2
19580,MASKED,2,5,Multi-Discipline,2,-9,-9,6,2,-9,1970,-8,1
19581,MASKED,1,4,Museum,10,3,1,6,1,-9,1950,2000,2
19582,MASKED,2,1,Film/Visual/Audio,17,2,4,2,1,-9,1970,2010,1
19583,MASKED,4,3,Music,2,-9,-9,6,2,-9,1950,-8,1
19584,MASKED,3,5,Theater,21,2,2,6,2,-9,-8,2000,2
19585,MASKED,2,5,Botanical and Science and Zoo,10,1,4,3,1,-9,1980,2010,2
19586,MASKED,1,5,Dance,8,1,4,3,2,-9,1980,2000,2
19587,MASKED,1,2,Film/Visual/Audio,12,2,4,2,1,-9,1960,2010,2
19588,MASKED,2,1,Dance,1,2,2,6,1,-9,1990,2000,1
19589,MASKED,2,5,Museum,3,2,1,6,1,-9,-8,-8,2
19590,MASKED,2,2,Multi-Discipline,8,1,4,2,2,2,1990,2010,2
19591,MASKED,4,3,Museum,2,-9,-9,6,2,-9,1950,2000,1
19592,MASKED,3,1,Visual Arts,2,3,2,6,1,-9,1960,2000,2
19593,MASKED,4,1,Music,2,3,4,6,1,-9,1970,2000,1
19594,MASKED,1,2,Music,6,2,1,6,1,-9,1980,2010,2
19595,MASKED,3,5,Theater,22,1,4,6,1,-9,1980,2000,2
19596,MASKED,2,1,Theater,20,2,2,6,1,-9,1970,2010,2
19597,MASKED,1,5,Multi-Discipline,22,1,1,6,2,-9,1990,2010,2
19598,MASKED,4,4,Theater,8,1,4,6,2,-9,1950,2010,2
19599,MASKED,3,5,Visual Arts,12,2,1,6,1,-9,1960,2010,2
19600,MASKED,3,5,Botanical and Science and Zoo,20,1,1,6,1,-9,1980,2010,2
19601,MASKED,2,2,Music,1,1,2,3,2,-9,-8,2010,2
19602,MASKED,3,5,Theater,21,2,1,6,2,-9,1970,2000,2
19603,MASKED,2,3,Music,20,1,4,4,1,-9,1990,2000,2
19604,MASKED,3,5,Music,1,2,1,6,2,-9,1960,1990,2
19605,MASKED,3,1,Dance,2,3,4,6,2,-9,1970,2000,1
19606,MASKED,3,5,Theater,1,1,1,6,2,-9,1980,2000,2
19607,MASKED,4,3,Visual Arts,18,1,1,6,2,-9,1980,2010,2
19608,MASKED,2,5,Museum,18,1,4,6,1,1,1950,1990,2
19609,MASKED,1,1,Theater,2,2,4,6,2,-9,1950,1970,1
19610,MASKED,3,5,Visual Arts,18,1,1,5,1,-9,1990,2010,2
19611,MASKED,3,3,Theater,2,3,4,6,1,-9,1950,2010,1
19612,MASKED,4,3,Theater,20,1,3,4,1,-9,1990,2010,1
19613,MASKED,2,5,Museum,21,1,1,6,1,-9,-8,-8,2
19614,MASKED,3,5,Multi-Discipline,9,1,4,4,1,-9,1960,2010,2
19615,MASKED,4,1,Theater,2,3,2,6,2,-9,1980,2010,1
19616,MASKED,3,5,Film/Visual/Audio,7,1,1,6,1,-9,1970,2000,2
19617,MASKED,3,3,Music,2,-9,-9,6,2,-9,1960,2000,1
19618,MASKED,3,4,Museum,2,3,4,6,2,-9,-8,1970,1
19619,MASKED,1,3,Multi-Discipline,19,1,1,3,2,-9,1960,2000,2
19620,MASKED,2,5,Theater,21,1,4,5,2,-9,1970,2010,2
19621,MASKED,4,5,Film/Visual/Audio,2,3,-9,4,2,-9,1970,2010,2
19622,MASKED,4,2,Dance,21,3,4,6,2,-9,1960,2010,2
19623,MASKED,4,2,Music,2,3,4,6,1,-9,1950,2010,1
19624,MASKED,3,3,Literature,15,1,1,6,1,-9,1980,2010,2
19625,MASKED,1,3,Theater,2,2,-9,4,2,-9,1960,1980,1
19626,MASKED,1,3,Multi-Discipline,12,-9,4,6,1,-9,1960,2010,2
19627,MASKED,1,3,Museum,8,1,4,3,2,-9,1950,2000,2
19628,MASKED,1,1,Folk Arts,2,3,4,3,2,-9,1980,2010,1
19629,MASKED,2,1,Dance,16,2,4,4,1,-9,1980,2010,2
19630,MASKED,3,3,Music,2,3,1,6,1,-9,-8,2010,1
19631,MASKED,2,1,Theater,22,3,2,4,1,-9,1980,2010,2
19632,MASKED,1,3,Museum,8,2,1,6,1,-9,1980,2010,2
19633,MASKED,3,4,Museum,2,3,4,6,2,-9,-8,2010,1
19634,MASKED,3,5,Music,6,1,1,6,1,-9,1970,2010,2
19635,MASKED,1,1,Music,1,1,4,2,2,-9,1950,2010,2
19636,MASKED,2,5,Museum,22,1,4,6,1,1,1980,2010,2
19637,MASKED,1,3,Dance,20,1,3,-8,3,-9,1990,2010,2
19638,MASKED,3,5,Music,21,2,1,6,2,-9,1950,1970,2
19639,MASKED,3,5,Music,1,2,1,6,1,-9,1950,1980,2
19640,MASKED,1,5,Multi-Discipline,21,1,4,-8,2,-9,1970,2000,2
19641,MASKED,2,3,Visual Arts,16,3,1,4,2,-9,1950,2010,2
19642,MASKED,2,2,Music,22,1,4,6,2,-9,1950,2000,1
19643,MASKED,2,5,Museum,17,1,1,6,1,-9,1980,2000,2
19644,MASKED,3,5,Theater,22,1,4,6,1,-9,1980,2000,2
19645,MASKED,2,3,Multi-Discipline,2,3,4,6,2,-9,-8,1990,2
19646,MASKED,3,1,Theater,1,3,4,6,1,-9,1970,1990,2
19647,MASKED,4,3,Visual Arts,6,2,1,6,2,-9,1980,2010,2
19648,MASKED,3,2,Museum,2,-9,-9,6,1,-9,1950,2010,1
19649,MASKED,3,5,Museum,21,2,1,6,1,-9,1980,2010,2
19650,MASKED,3,5,Film/Visual/Audio,2,3,4,6,2,-9,1950,1990,1
19651,MASKED,3,3,Architecture/Design,2,-9,-9,6,2,-9,-8,-8,1
19652,MASKED,2,4,New Media,3,2,1,4,1,-9,1970,2010,2
19653,MASKED,2,5,Humanities,4,2,1,6,1,-9,1960,2000,2
19654,MASKED,3,5,Theater,1,1,1,6,2,-9,1980,2000,2
19655,MASKED,2,5,Multi-Discipline,18,1,4,4,1,-9,1980,2010,2
19656,MASKED,3,5,Museum,17,1,4,6,1,-9,1970,2000,2
19657,MASKED,1,1,Music,1,2,4,2,2,-9,1970,2000,1
19658,MASKED,3,5,Music,22,1,1,2,2,-9,1980,2010,2
19659,MASKED,3,5,Visual Arts,11,2,1,6,1,-9,1970,2000,2
19660,MASKED,4,5,Film/Visual/Audio,22,1,4,3,2,-9,1960,1990,2
19661,MASKED,2,4,Dance,6,1,1,4,1,-9,1990,2010,2
19662,MASKED,1,3,Theater,20,1,4,6,1,-9,1980,2010,2
19663,MASKED,2,3,Multi-Discipline,21,2,2,3,1,-9,1980,2010,2
19664,MASKED,3,5,Theater,5,2,2,6,1,-9,-8,2000,2
19665,MASKED,1,5,Dance,21,1,4,3,2,-9,1980,2010,2
19666,MASKED,3,3,Theater,2,3,4,6,2,-9,1950,2000,1
19667,MASKED,2,2,Music,8,1,3,2,1,-9,1990,2010,2
19668,MASKED,3,3,Dance,8,1,2,6,1,-9,1990,2010,2
19669,MASKED,4,1,Music,1,3,2,6,1,-9,1950,2000,2
19670,MASKED,3,2,Theater,2,3,4,6,1,-9,-8,2000,2
19671,MASKED,2,5,Multi-Discipline,9,1,1,3,1,-9,1950,2010,2
19672,MASKED,2,5,Museum,17,3,1,6,1,-9,1970,2010,2
19673,MASKED,3,3,Music,2,-9,-9,5,1,-9,1970,2000,1
19674,MASKED,3,2,Multi-Discipline,2,-9,-9,6,2,-9,1970,2000,1
19675,MASKED,1,5,Multi-Discipline,20,1,1,3,2,-9,1990,2010,2
19676,MASKED,2,5,Museum,19,1,1,2,2,1,1980,2010,2
19677,MASKED,3,5,Visual Arts,19,1,1,3,2,-9,1950,2010,2
19678,MASKED,3,5,Multi-Discipline,1,1,4,6,2,-9,1970,2000,2
19679,MASKED,1,3,Dance,20,1,3,-8,3,-9,1990,2010,2
19680,MASKED,2,3,Multi-Discipline,8,2,4,6,1,-9,1980,2010,2
19681,MASKED,1,2,Literature,12,3,1,4,1,-9,1970,2010,2
19682,MASKED,1,4,Visual Arts,14,1,3,6,1,-9,1990,2010,1
19683,MASKED,3,5,Music,21,2,1,6,1,-9,1980,2010,2
19684,MASKED,2,5,Music,8,2,1,6,2,1,1950,1990,2
19685,MASKED,4,1,Film/Visual/Audio,5,1,2,6,1,-9,1980,2010,2
19686,MASKED,2,5,Museum,18,1,1,6,1,1,1970,2000,2
19687,MASKED,3,5,Music,20,1,3,6,1,-9,1990,2010,2
19688,MASKED,4,1,Music,2,-9,-9,6,1,-9,1960,2010,2
19689,MASKED,2,2,Multi-Discipline,1,1,1,1,2,-9,1960,2010,2
19690,MASKED,3,5,Music,1,2,1,6,2,-9,1970,1990,2
19691,MASKED,3,5,Dance,1,3,1,6,2,-9,1950,1970,2
19692,MASKED,1,2,Multi-Discipline,8,1,1,6,1,-9,1980,2010,2
19693,MASKED,1,3,Multi-Discipline,2,3,-9,6,1,-9,1950,-8,1
19694,MASKED,1,2,Multi-Discipline,8,1,4,3,2,-9,1990,2010,2
19695,MASKED,2,1,Theater,21,1,3,2,1,-9,1990,2010,1
19696,MASKED,1,1,Multi-Discipline,21,1,4,3,2,-9,1990,2010,2
19697,MASKED,2,5,Botanical and Science and Zoo,2,-9,-9,6,2,-9,-8,-8,2
19698,MASKED,4,4,Visual Arts,22,1,1,6,2,-9,1970,2010,2
19699,MASKED,1,2,Multi-Discipline,20,1,1,3,1,-9,1950,2010,2
19700,MASKED,2,3,Theater,14,3,1,6,1,-9,-8,2010,2
19701,MASKED,4,4,Theater,8,2,1,4,2,-9,1970,2000,2
19702,MASKED,1,2,Dance,20,2,4,3,1,-9,1950,2010,2
19703,MASKED,3,5,Multi-Discipline,21,1,4,6,1,-9,1960,2000,2
19704,MASKED,2,5,Multi-Discipline,22,1,4,3,1,-9,1990,2010,2
19705,MASKED,4,1,Architecture/Design,7,1,3,6,1,-9,1990,2010,2
19706,MASKED,2,5,Multi-Discipline,8,3,1,6,2,-9,1970,2010,2
19707,MASKED,3,1,Visual Arts,20,-9,4,5,1,-9,1980,2010,2
19708,MASKED,1,5,Dance,14,1,1,6,1,-9,1980,2010,2
19709,MASKED,3,3,Music,21,1,4,6,2,-9,1980,2010,2
19710,MASKED,1,2,Museum,22,1,4,6,2,-9,1950,2010,2
19711,MASKED,2,5,Botanical and Science and Zoo,9,1,-9,3,2,-9,1960,1980,2
19712,MASKED,2,5,Museum,6,1,1,2,1,1,1980,2010,2
19713,MASKED,3,3,Music,4,3,1,6,1,-9,1950,1980,2
19714,MASKED,1,5,Multi-Discipline,10,1,1,4,1,-9,1970,2010,2
19715,MASKED,3,5,Theater,21,2,2,-8,1,-9,-8,2000,2
19716,MASKED,2,5,Museum,11,2,1,6,1,-9,1980,2010,2
19717,MASKED,3,1,Theater,1,1,2,6,2,-9,-8,2000,2
19718,MASKED,4,5,Dance,1,2,1,6,1,-9,1980,2000,2
19719,MASKED,3,3,Multi-Discipline,2,3,1,6,1,-9,1950,2000,1
19720,MASKED,1,3,Multi-Discipline,9,2,1,3,1,-9,1970,2010,2
19721,MASKED,2,3,Museum,2,-9,-9,6,2,-9,1970,2010,1
19722,MASKED,3,5,Theater,21,1,4,2,1,-9,1950,2010,2
19723,MASKED,2,4,New Media,14,3,4,6,1,-9,1970,2010,2
19724,MASKED,1,5,Multi-Discipline,9,1,1,4,2,-9,1980,2010,2
19725,MASKED,4,2,Music,2,3,4,6,2,-9,1950,2000,2
19726,MASKED,3,5,Museum,22,2,1,3,1,-9,1970,2000,2
19727,MASKED,1,1,Literature,7,-9,-9,-8,1,-9,-8,-8,2
19728,MASKED,2,5,Museum,6,2,1,6,2,-9,1980,2010,2
19729,MASKED,2,2,Music,12,3,1,6,2,-9,1960,1990,2
19730,MASKED,1,4,Museum,2,3,4,6,1,-9,-8,2000,1
19731,MASKED,1,2,Music,2,3,4,4,2,-9,1960,2010,2
19732,MASKED,3,5,Multi-Discipline,22,1,4,6,2,-9,1960,2010,2
19733,MASKED,1,2,Visual Arts,2,3,4,3,2,-9,1960,2000,1
19734,MASKED,3,3,Music,8,1,4,6,1,-9,1990,2010,2
19735,MASKED,3,5,Theater,1,1,4,6,2,-9,1950,2010,2
19736,MASKED,3,3,Theater,1,2,2,6,2,-9,1950,2010,2
19737,MASKED,2,5,Museum,10,1,1,6,2,1,1980,2010,2
19738,MASKED,1,3,Theater,1,2,4,4,1,-9,1990,2010,2
19739,MASKED,2,5,Museum,17,1,4,3,2,-9,1960,2000,2
19740,MASKED,2,5,Botanical and Science and Zoo,19,1,1,4,2,-9,1970,1990,2
19741,MASKED,4,3,Theater,12,3,1,6,2,-9,1950,2010,2
19742,MASKED,3,5,Theater,1,1,2,6,2,-9,1960,2000,2
19743,MASKED,1,1,Music,16,2,2,3,1,-9,1970,2000,2
19744,MASKED,3,5,Music,11,1,4,1,2,-9,1970,2010,2
19745,MASKED,1,5,Multi-Discipline,19,1,1,4,2,-9,1980,2000,2
19746,MASKED,1,3,Music,16,3,4,6,2,-9,1950,1990,2
19747,MASKED,4,2,Music,8,1,4,6,1,-9,-8,2010,2
19748,MASKED,3,5,Film/Visual/Audio,2,3,4,-8,2,-9,1950,2000,1
19749,MASKED,1,5,Multi-Discipline,20,1,4,-8,2,-9,1990,2010,2
19750,MASKED,1,3,Multi-Discipline,2,-9,-9,6,2,-9,-8,2010,1
19751,MASKED,1,3,Multi-Discipline,1,1,1,3,2,-9,1970,2000,2
19752,MASKED,2,5,Botanical and Science and Zoo,22,1,-9,3,2,-9,1980,2010,2
19753,MASKED,2,5,Museum,19,1,1,6,2,1,1970,1990,2
19754,MASKED,3,5,Theater,1,1,2,6,1,-9,-8,2000,2
19755,MASKED,3,2,Dance,1,3,1,6,1,-9,1970,2010,2
19756,MASKED,3,5,Multi-Discipline,20,2,1,6,1,-9,1980,2010,2
19757,MASKED,4,3,Theater,16,1,4,6,2,-9,1950,1980,2
19758,MASKED,2,5,Museum,6,2,1,3,1,-9,1960,2000,2
19759,MASKED,2,3,Multi-Discipline,1,2,4,3,2,-9,1970,2010,2
19760,MASKED,3,5,Theater,5,2,1,6,1,-9,1970,2000,2
19761,MASKED,4,3,Museum,2,2,4,6,2,-9,1960,2010,1
19762,MASKED,3,3,Multi-Discipline,8,2,4,6,2,-9,1950,2010,2
19763,MASKED,3,2,Music,8,2,4,6,2,-9,1960,2000,2
19764,MASKED,3,3,Theater,21,2,4,6,1,-9,1990,2010,2
19765,MASKED,4,2,Visual Arts,16,2,1,6,1,-9,1980,2010,2
19766,MASKED,3,4,Visual Arts,2,-9,-9,6,1,-9,-8,-8,1
19767,MASKED,3,3,Multi-Discipline,3,1,4,6,2,-9,1980,2010,2
19768,MASKED,2,2,Multi-Discipline,1,3,4,6,2,-9,1980,2010,2
19769,MASKED,3,5,Theater,20,1,3,5,1,-9,1990,2000,2
19770,MASKED,1,1,Theater,1,1,2,-8,1,-9,1950,2010,2
19771,MASKED,1,1,Dance,1,1,4,6,2,-9,1990,2000,2
19772,MASKED,2,1,Dance,20,1,3,6,1,-9,1990,2010,2
19773,MASKED,4,3,Theater,1,2,2,3,2,-9,-8,2010,2
19774,MASKED,2,5,Museum,21,2,1,2,2,-9,-8,-8,2
19775,MASKED,1,3,Museum,22,2,1,4,2,-9,1950,1990,2
19776,MASKED,2,5,Botanical and Science and Zoo,11,2,1,6,2,-9,1970,2000,2
19777,MASKED,3,5,Theater,1,1,1,6,1,-9,1970,2000,2
19778,MASKED,1,1,Film/Visual/Audio,2,3,4,2,2,-9,1960,2010,1
19779,MASKED,2,1,Film/Visual/Audio,1,3,2,6,2,-9,1950,1970,1
19780,MASKED,2,5,Museum,17,1,4,4,1,-9,1980,2010,2
19781,MASKED,2,2,Multi-Discipline,16,1,4,6,2,-9,1990,2010,2
19782,MASKED,1,2,Multi-Discipline,16,1,4,6,1,-9,1980,2010,2
19783,MASKED,2,5,Museum,19,1,1,3,2,1,1950,2000,2
19784,MASKED,3,2,Music,2,-9,-9,6,2,-9,1970,2010,1
19785,MASKED,3,5,Film/Visual/Audio,22,1,1,6,1,-9,1950,1990,2
19786,MASKED,3,1,Dance,1,3,2,6,1,-9,1970,2010,2
19787,MASKED,4,2,Theater,1,-9,1,3,2,-9,1990,2010,2
19788,MASKED,1,2,Multi-Discipline,8,1,4,3,2,-9,1990,2010,2
19789,MASKED,2,2,Multi-Discipline,1,1,4,6,2,-9,1990,2010,2
19790,MASKED,3,4,Museum,17,1,4,3,1,-9,1950,2010,2
19791,MASKED,2,5,Theater,22,1,4,6,1,-9,1990,2010,2
19792,MASKED,2,2,Museum,2,3,1,6,2,-9,1950,2000,2
19793,MASKED,1,2,Literature,1,2,4,5,2,-9,1990,2010,2
19794,MASKED,4,2,Theater,2,3,4,6,1,-9,-8,2000,1
19795,MASKED,2,5,Museum,11,2,1,6,1,-9,-8,-8,2
19796,MASKED,3,4,Museum,9,1,1,3,1,-9,1970,2000,2
19797,MASKED,3,3,Architecture/Design,2,3,4,3,2,-9,1960,2010,2
19798,MASKED,1,3,Dance,2,3,4,3,2,-9,1970,2000,1
19799,MASKED,2,5,Museum,22,2,1,6,2,-9,-8,-8,2
19800,MASKED,2,2,Music,8,1,4,6,1,-9,-8,2010,2
19801,MASKED,2,4,Film/Visual/Audio,2,3,4,6,1,-9,1950,2000,1
19802,MASKED,1,2,Multi-Discipline,8,1,1,6,1,-9,1990,2010,2
19803,MASKED,3,5,Theater,10,2,1,6,2,-9,1960,2010,2
19804,MASKED,3,4,Museum,8,1,4,6,2,-9,1980,2010,2
19805,MASKED,2,2,Theater,2,3,4,6,2,-9,1980,2010,1
19806,MASKED,1,5,Multi-Discipline,2,-9,-9,6,2,-9,-8,2000,1
19807,MASKED,3,4,Theater,22,1,4,6,1,-9,1990,2010,2
19808,MASKED,2,3,Multi-Discipline,8,2,4,4,2,-9,1970,2010,2
19809,MASKED,3,3,Multi-Discipline,16,2,1,4,3,-9,1980,2010,2
19810,MASKED,1,2,Multi-Discipline,8,1,4,3,1,-9,1980,2010,2
19811,MASKED,1,3,Museum,2,3,1,2,1,-9,1960,2010,1
19812,MASKED,3,5,Film/Visual/Audio,14,1,1,6,1,-9,1950,2010,2
19813,MASKED,4,2,Architecture/Design,2,3,1,2,1,-9,1950,1980,1
19814,MASKED,4,1,Dance,2,3,-9,6,2,-9,1950,2000,1
19815,MASKED,2,5,Museum,19,1,1,6,1,1,1980,2000,2
19816,MASKED,1,2,Music,16,1,4,4,1,-9,1990,2010,2
19817,MASKED,1,2,Multi-Discipline,12,3,1,3,1,-9,-8,-8,2
19818,MASKED,4,5,Dance,3,-9,4,6,1,-9,1960,-8,1
19819,MASKED,3,3,Visual Arts,22,1,4,4,1,-9,1990,2010,1
19820,MASKED,2,2,Music,8,1,4,3,1,-9,1990,2010,2
19821,MASKED,1,3,Multi-Discipline,8,2,4,2,1,-9,1960,2000,2
19822,MASKED,4,5,Dance,1,3,1,6,1,-9,1970,1990,2
19823,MASKED,2,1,Film/Visual/Audio,22,1,4,6,2,-9,1990,2010,1
19824,MASKED,3,2,Theater,1,3,4,6,2,-9,1950,2000,2
19825,MASKED,3,5,Theater,21,1,1,6,1,-9,1960,2000,2
19826,MASKED,1,3,Museum,20,1,2,4,1,-9,1980,2010,2
19827,MASKED,3,5,Music,16,1,2,6,2,-9,1970,2010,2
19828,MASKED,2,5,Multi-Discipline,4,2,1,6,1,-9,1980,2010,2
19829,MASKED,3,5,Theater,21,1,1,4,2,-9,1990,2000,2
19830,MASKED,3,4,Museum,22,1,4,3,1,-9,-8,2010,1
19831,MASKED,3,1,Theater,21,1,4,6,1,-9,1980,2010,2
19832,MASKED,2,3,Multi-Discipline,2,3,4,6,2,-9,-8,2000,2
19833,MASKED,3,1,Theater,2,2,1,6,1,-9,1950,2000,1
19834,MASKED,3,5,Museum,17,1,1,6,1,-9,1980,2010,2
19835,MASKED,2,5,Museum,8,2,1,6,1,1,1960,1980,2
19836,MASKED,4,3,Theater,2,-9,-9,6,2,-9,-8,2000,1
19837,MASKED,3,2,Theater,2,3,-9,6,1,-9,1950,2010,2
19838,MASKED,1,5,Multi-Discipline,20,1,1,6,2,-9,1980,2010,2
19839,MASKED,4,5,Dance,2,-9,-9,6,1,-9,1980,2000,1
19840,MASKED,3,4,Museum,2,3,4,6,1,-9,1950,2000,1
19841,MASKED,2,3,Multi-Discipline,5,2,1,6,1,-9,1980,2010,2
19842,MASKED,4,2,Architecture/Design,2,-9,-9,6,1,-9,1950,-8,2
19843,MASKED,1,5,Multi-Discipline,21,1,4,-8,2,-9,1970,2010,2
19844,MASKED,2,5,Museum,19,1,1,6,2,1,1960,1980,2
19845,MASKED,1,2,Folk Arts,2,3,-9,3,1,-9,-8,2010,1
19846,MASKED,1,4,Multi-Discipline,2,3,4,-8,2,-9,-8,2010,1
19847,MASKED,2,5,Multi-Discipline,9,1,1,4,2,2,-8,-8,2
19848,MASKED,3,3,Dance,2,-9,-9,6,2,-9,-8,1980,2
19849,MASKED,4,5,Dance,3,-9,4,6,1,-9,1960,-8,1
19850,MASKED,2,3,Multi-Discipline,11,2,1,6,2,-9,1970,2010,2
19851,MASKED,3,5,Music,21,1,1,6,2,-9,1970,2010,2
